"ISI","ISI_extra","acc","accuracy","average_response_time","avg_rt","background","bidi","blank_dur","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions","correct_press","count_after_blank","count_blank","count_blank_1","count_block_loop","count_block_sequence","count_cross","count_cross_1","count_end_of_experiment","count_end_trigger_experiment","count_experiment","count_face","count_face_1","count_final","count_fixation_cross","count_instructions","count_logger","count_practice_loop","count_press","count_press_1","count_reset_feedback","count_settings","count_trial_sequence","count_trigger_experiment","count_trigger_practice","datetime","description","disable_garbage_collection","durface","experiment_file","experiment_path","face","fig","fix_dur","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_loop","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","postfix_dur","practice","repeat_cycle","response","response_end_of_experiment","response_instructions","response_press","response_press_1","response_time","response_time_end_of_experiment","response_time_instructions","response_time_press","response_time_press_1","round_decimals","sampler_backend","sorted","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","test_mode","time_after_blank","time_blank","time_blank_1","time_block_loop","time_block_sequence","time_cross","time_cross_1","time_end_of_experiment","time_end_trigger_experiment","time_experiment","time_face","time_face_1","time_final","time_fixation_cross","time_instructions","time_logger","time_practice_loop","time_press","time_press_1","time_reset_feedback","time_settings","time_trial_sequence","time_trigger_experiment","time_trigger_practice","title","total_correct","total_response_time","total_responses","trials_to_pause","trigger_interval","uniform_coordinates","width"
"2052","457","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","104","NA","104","0","0","104","NA","0","0","0","104","104","0","104","0","104","0","0","104","0","0","104","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m025.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","104","104","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","478649","NA","476148","49853","49853","474992","NA","NA","NA","3310","475950","475950","NA","474991","3365","478649","49845","13918","447123","NA","3310","474988","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2263","496","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","105","NA","105","0","0","105","NA","0","0","0","105","105","0","105","0","105","0","0","105","0","0","105","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m080.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","105","105","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","482791","NA","480290","49853","49853","479095","NA","NA","NA","3310","480092","480092","NA","479095","3365","482791","49845","13918","447123","NA","3310","479091","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2044","30","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","106","NA","106","0","0","106","NA","0","0","0","106","106","0","106","0","106","0","0","106","0","0","106","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f050.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","106","106","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","486458","NA","483958","49853","49853","483230","NA","NA","NA","3310","483761","483761","NA","483230","3365","486458","49845","13918","447123","NA","3310","483227","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2241","342","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","107","NA","107","0","0","107","NA","0","0","0","107","107","0","107","0","107","0","0","107","0","0","107","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","048.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","107","107","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","490442","NA","487942","49853","49853","486900","NA","NA","NA","3310","487745","487745","NA","486900","3365","490442","49845","13918","447123","NA","3310","486897","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2013","18","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","108","NA","108","0","0","108","NA","0","0","0","108","108","0","108","0","108","0","0","108","0","0","108","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","053.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","108","108","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","494092","NA","491592","49853","49853","490875","NA","NA","NA","3310","491394","491394","NA","490875","3365","494092","49845","13918","447123","NA","3310","490872","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2478","473","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","109","NA","109","0","0","109","NA","0","0","0","109","109","0","109","0","109","0","0","109","0","0","109","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","031.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","109","109","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","498202","NA","495702","49853","49853","494531","NA","NA","NA","3310","495505","495505","NA","494531","3365","498202","49845","13918","447123","NA","3310","494527","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2445","230","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","110","NA","110","0","0","110","NA","0","0","0","110","110","0","110","0","110","0","0","110","0","0","110","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f084.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","110","110","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","502066","NA","499566","49853","49853","498636","NA","NA","NA","3310","499368","499368","NA","498636","3365","502066","49845","13918","447123","NA","3310","498632","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2333","265","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","111","NA","111","0","0","111","NA","0","0","0","111","111","0","111","0","111","0","0","111","0","0","111","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","063.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","111","111","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","505971","NA","503471","49853","49853","502508","NA","NA","NA","3310","503274","503274","NA","502508","3365","505971","49845","13918","447123","NA","3310","502505","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2188","276","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","112","NA","112","0","0","112","NA","0","0","0","112","112","0","112","0","112","0","0","112","0","0","112","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f089.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","112","112","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","509886","NA","507386","49853","49853","506409","NA","NA","NA","3310","507188","507188","NA","506409","3365","509886","49845","13918","447123","NA","3310","506406","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2222","262","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","113","NA","113","0","0","113","NA","0","0","0","113","113","0","113","0","113","0","0","113","0","0","113","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","034.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","113","113","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","513795","NA","511295","49853","49853","510335","NA","NA","NA","3310","511098","511098","NA","510334","3365","513795","49845","13918","447123","NA","3310","510331","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2367","229","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","114","NA","114","0","0","114","NA","0","0","0","114","114","0","114","0","114","0","0","114","0","0","114","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","058.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","114","114","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","517662","NA","515162","49853","49853","514234","NA","NA","NA","3310","514965","514965","NA","514234","3365","517662","49845","13918","447123","NA","3310","514230","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2256","328","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","115","NA","115","0","0","115","NA","0","0","0","115","115","0","115","0","115","0","0","115","0","0","115","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","027.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","115","115","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","521632","NA","519131","49853","49853","518104","NA","NA","NA","3310","518934","518934","NA","518104","3365","521632","49845","13918","447123","NA","3310","518101","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2096","20","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","116","NA","116","0","0","116","NA","0","0","0","116","116","0","116","0","116","0","0","116","0","0","116","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f092.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","116","116","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","525303","NA","522803","49853","49853","522085","NA","NA","NA","3310","522606","522606","NA","522085","3365","525303","49845","13918","447123","NA","3310","522082","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2237","280","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","117","NA","117","0","0","117","NA","0","0","0","117","117","0","117","0","117","0","0","117","0","0","117","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","052.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","117","117","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","529225","NA","526725","49853","49853","525746","NA","NA","NA","3310","526527","526528","NA","525745","3365","529225","49845","13918","447123","NA","3310","525742","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2066","48","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","118","NA","118","0","0","118","NA","0","0","0","118","118","0","118","0","118","0","0","118","0","0","118","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f031.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","118","118","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","532919","NA","530418","49853","49853","529671","NA","NA","NA","3310","530221","530221","NA","529671","3365","532919","49845","13918","447123","NA","3310","529668","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2299","335","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","119","NA","119","0","0","119","NA","0","0","0","119","119","0","119","0","119","0","0","119","0","0","119","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m052.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","119","119","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","536896","NA","534396","49853","49853","533363","NA","NA","NA","3310","534199","534199","NA","533363","3365","536896","49845","13918","447123","NA","3310","533360","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2412","444","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","120","NA","120","0","0","120","NA","0","0","0","120","120","0","120","0","120","0","0","120","0","0","120","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f053.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","120","120","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","540979","NA","538479","49853","49853","537336","NA","NA","NA","3310","538281","538281","NA","537336","3365","540979","49845","13918","447123","NA","3310","537333","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2274","291","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","121","NA","121","0","0","121","NA","0","0","0","121","121","0","121","0","121","0","0","121","0","0","121","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","024.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","121","121","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","544903","NA","542403","49853","49853","541414","NA","NA","NA","3310","542206","542206","NA","541414","3365","544903","49845","13918","447123","NA","3310","541411","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2054","140","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","122","NA","122","0","0","122","NA","0","0","0","122","122","0","122","0","122","0","0","122","0","0","122","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","009.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","122","122","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","548674","NA","546174","49853","49853","545336","NA","NA","NA","3310","545977","545977","NA","545336","3365","548674","49845","13918","447123","NA","3310","545333","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2376","282","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","123","NA","123","0","0","123","NA","0","0","0","123","123","0","123","0","123","0","0","123","0","0","123","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","images3.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","123","123","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","552612","NA","550112","49853","49853","549131","NA","NA","NA","3310","549914","549914","NA","549131","3365","552612","49845","13918","447123","NA","3310","549128","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2149","151","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","124","NA","124","0","0","124","NA","0","0","0","124","124","0","124","0","124","0","0","124","0","0","124","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","020.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","124","124","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","556392","NA","553892","49853","49853","553042","NA","NA","NA","3310","553695","553695","NA","553042","3365","556392","49845","13918","447123","NA","3310","553038","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2074","128","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","125","NA","125","0","0","125","NA","0","0","0","125","125","0","125","0","125","0","0","125","0","0","125","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f049.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","125","125","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","560163","NA","557662","49853","49853","556836","NA","NA","NA","3310","557465","557465","NA","556836","3365","560163","49845","13918","447123","NA","3310","556833","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2266","345","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","126","NA","126","0","0","126","NA","0","0","0","126","126","0","126","0","126","0","0","126","0","0","126","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","017.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","126","126","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","564147","NA","561647","49853","49853","560604","NA","NA","NA","3310","561450","561450","NA","560604","3365","564147","49845","13918","447123","NA","3310","560600","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2239","267","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","127","NA","127","0","0","127","NA","0","0","0","127","127","0","127","0","127","0","0","127","0","0","127","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","stereo11.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","127","127","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","568053","NA","565553","49853","49853","564587","NA","NA","NA","3310","565355","565356","NA","564586","3365","568053","49845","13918","447123","NA","3310","564583","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2288","193","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","128","NA","128","0","0","128","NA","0","0","0","128","128","0","128","0","128","0","0","128","0","0","128","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","image10.i.glas.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","128","128","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","571894","NA","569394","49853","49853","568502","NA","NA","NA","3310","569197","569197","NA","568502","3365","571894","49845","13918","447123","NA","3310","568499","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2302","330","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","129","NA","129","0","0","129","NA","0","0","0","129","129","0","129","0","129","0","0","129","0","0","129","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","061.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","129","129","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","575876","NA","573375","49853","49853","572341","NA","NA","NA","3310","573177","573178","NA","572341","3365","575876","49845","13918","447123","NA","3310","572338","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2277","119","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","130","NA","130","0","0","130","NA","0","0","0","130","130","0","130","0","130","0","0","130","0","0","130","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f087.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","130","130","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","579627","NA","577127","49853","49853","576310","NA","NA","NA","3310","576930","576930","NA","576310","3365","579627","49845","13918","447123","NA","3310","576307","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2209","285","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","131","NA","131","0","0","131","NA","0","0","0","131","131","0","131","0","131","0","0","131","0","0","131","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","045.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","131","131","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","583556","NA","581056","49853","49853","580072","NA","NA","NA","3310","580859","580859","NA","580072","3365","583556","49845","13918","447123","NA","3310","580069","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
